current full name without authority,Endemicity_level,Growth Form,Growth Form_1,Growth Form_2,Raunkier_life_form,Height_max (m),Clonality,Photosynthetic pathway,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Laminar Unit Area (mm2),1_Nutrient_uptake_strategy,1_Dispersal_mode,Fruit_type,Fruit_functional_type,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Seed_mass (g),1_Pollination_syndrome,Sex habit,References,regen_strategy,plant_height_unique,seed_mass_unique,leaf_length_min_unique,leaf_length_max_unique,leaf_width_min_unique,leaf_width_max_unique
Phragmites australis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,6,vegetative,C3,200,600,8,32,simple,4800,arbuscular mycorrhiza,Water Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.4,NA,NA,1.1e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006,Clonal below ground,NA,0.11,NA,NA,NA,NA
Phragmites vallatoria,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,10,vegetative,C3,200,800,10,40,simple,7500,no obvious special uptake strategy,Water Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.1,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,10,NA,200,800,10,40
Phyllostachys bambusoides,Cosmopolitan,Tussock,Shrub,NA,Hemicryophyte,4,vegetative,C3,75,100,12,20,simple,840,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal below ground,4,NA,75,100,12,20
Plectrachne,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poa annua,Cosmopolitan,Tussock,NA,NA,Therophyte,0.46,not_vegetative,C3,5,140,1,5,simple,130.5,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,3e-4,Wind,NA,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006,NA,NA,0.3,NA,NA,NA,NA
Poa labillardieri var. labillardieri,Australia,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,C3,150,800,0.6,5,simple,798,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,AusGrass/Watson & Dallwitz 1992,Clonal below ground,NA,NA,NA,NA,NA,NA
Pogonatherum crinitum,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.5,not_vegetative,C4,10,70,1,3,simple,48,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,gynomonoecious,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Polytrias indica,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.4,not_vegetative,C4,20,70,2,5,simple,94.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,0.4,NA,20,70,2,5
Pseudopogonatherum contortum,Cosmopolitan,Tussock,NA,NA,Therophyte,1.1,not_vegetative,NA,100,300,1.5,5,simple,390,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,4.5e-4,Wind,NA,AusGrass/ePIC/APNI,NA,NA,0.45,NA,NA,NA,NA
Pseudopogonatherum irritans,Cosmopolitan,Tussock,NA,NA,Therophyte,1.5,not_vegetative,NA,150,500,1,3,simple,390,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,NA,AusGrass/APNI,NA,NA,NA,NA,NA,NA,NA
Pseudoraphis paradoxa,Australia,Tussock,Short Basal,NA,Hemicryophyte,0.5,not_vegetative,NA,10,80,2,6,simple,108,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,NA,AusGrass/APNI,NA,NA,NA,NA,NA,NA,NA
Pseudoraphis spinescens,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.5,vegetative,NA,30,120,1,7,simple,180,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,AusGrass/APNI,Clonal above ground,NA,NA,NA,NA,1,7
Rottboellia cochinchinensis,Cosmopolitan,Tussock,NA,NA,Therophyte,3,not_vegetative,C4,150,500,5,30,simple,3412.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,3.5,NA,NA,0.01663,Wind,andromonoecious,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,NA,16.63,150,500,5,30
Saccharum officinarum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,6,not_vegetative,C4,700,1500,30,60,simple,29700,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,4e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006,NA,NA,0.4,700,1500,30,60
Saccharum spontaneum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,4,vegetative,C4,500,2000,3,40,simple,16125,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/Wang & Qiu 2006,Clonal below ground,4,NA,500,2000,3,40
Sacciolepis indica,Cosmopolitan,Tussock,NA,NA,Therophyte,1,not_vegetative,C3,20,250,1,7,simple,324,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sacciolepis myosuroides,Cosmopolitan,Tussock,NA,NA,Therophyte,0.9,not_vegetative,NA,30,300,1.2,4.5,simple,282.15,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sarga angustum,Australia,Tussock,NA,NA,Therophyte,1,not_vegetative,NA,80,460,2,5.6,simple,615.6,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,3.3,NA,NA,NA,Wind,NA,AusGrass,NA,1,NA,80,460,2,5.6
Sarga leiocladum,Australia,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,NA,100,700,1.5,3.5,simple,600,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,AusGrass/APNI,Clonal below ground,1.5,NA,100,700,1.5,3.5
Sarga plumosum,Australia,Tussock,NA,NA,Hemicryophyte,3,vegetative,NA,150,400,4,16,simple,1650,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,3.3,4.5,NA,NA,NA,Wind,NA,AusGrass/APNI,Clonal below ground,3,NA,150,400,4,16
Sarga timorense,Australia,Tussock,NA,NA,Therophyte,4,not_vegetative,NA,300,600,5,70,simple,10125,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,6,NA,NA,NA,Wind,NA,AusGrass/APNI,NA,4,NA,300,600,5,70
Schizachyrium,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schizachyrium crinizonatum,Australia,Tussock,NA,NA,Therophyte,0.4,not_vegetative,NA,20,55,0.9,1.5,simple,27,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.5,3.4,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Schizachyrium dolosum,Queensland,Tussock,NA,NA,Therophyte,1,not_vegetative,NA,20,60,0.8,1.5,simple,27.6,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.3,2.5,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Schizachyrium fragile,Cosmopolitan,Tussock,NA,NA,Therophyte,0.75,not_vegetative,NA,20,100,1,3,simple,72,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.1,4,NA,NA,0.002,Wind,NA,AusGrass/APNI/ePIC,NA,NA,NA,NA,NA,NA,NA
Schizachyrium occultum,Australia,Tussock,NA,NA,Therophyte,0.3,not_vegetative,NA,15,35,0.6,2,simple,19.5,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.6,3,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Schizachyrium pachyarthron,Australia,Tussock,NA,NA,Therophyte,1,not_vegetative,NA,15,100,0.8,3,simple,65.55,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.3,3.5,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Schizachyrium perplexum,Australia,Tussock,NA,NA,Therophyte,0.2,not_vegetative,NA,17,27,1,1.5,simple,16.5,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.6,2.2,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Schizachyrium pseudeulalia,Cosmopolitan,Tussock,NA,NA,Therophyte,0.9,not_vegetative,NA,8,90,0.8,5.5,simple,92.61,no obvious special uptake strategy,Passive Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,3,NA,NA,NA,Wind,NA,AusGrass,NA,NA,NA,NA,NA,NA,NA
Scrotochloa tararaensis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.45,vegetative,C3,100,400,4,8,simple,900,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,monoecious,AusGrass/Watson & Dallwitz 1992/NCA 2006,Clonal below ground,NA,NA,NA,NA,NA,NA
Scrotochloa urceolata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.5,vegetative,C3,150,250,40,60,simple,6000,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,monoecious,AusGrass/Watson & Dallwitz 1992/NCA 2006,Clonal below ground,NA,NA,NA,NA,NA,NA
Sehima nervosum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,50,400,2,7,simple,607.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Setaria,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setaria apiculata,Australia,Tussock,NA,NA,Therophyte,0.8,not_vegetative,C4,80,240,2,6,simple,384,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Setaria australiensis,Australia,Tussock,NA,NA,Hemicryophyte,2.1,not_vegetative,C4,100,350,5,23,simple,1890,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.25,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Setaria barbata,Cosmopolitan,Tussock,NA,NA,Therophyte,2,not_vegetative,C4,50,300,5,30,simple,1837.5,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00114,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,NA,2,1.14,50,300,5,30
Setaria dielsii,Australia,Tussock,NA,NA,Therophyte,0.8,vegetative,C4,50,280,3.5,11,simple,717.75,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Setaria italica,Cosmopolitan,Tussock,NA,NA,Therophyte,1.5,not_vegetative,C4,80,450,5,20,simple,1987.5,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,2,NA,NA,0.0023,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,2.3,80,450,5,NA
Setaria oplismenoides,Australia,Tussock,NA,NA,Hemicryophyte,1.3,vegetative,C4,100,320,4,10.5,simple,913.5,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Setaria palmifolia,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,50,800,15,80,simple,12112.5,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,3,NA,50,800,15,80
Setaria pumila,Cosmopolitan,Tussock,NA,NA,Therophyte,1.3,not_vegetative,C4,30,300,2,10,simple,594,arbuscular mycorrhiza,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00139,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,NA,NA,1.39,30,300,2,10
Setaria pumila subsp. pumila,Cosmopolitan,Tussock,NA,NA,Therophyte,1.3,not_vegetative,C4,30,300,2,10,simple,594,arbuscular mycorrhiza,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/Wang & Qiu 2006,NA,NA,NA,30,300,2,10
Setaria pumila subsp. pallidefusca,Cosmopolitan,Tussock,NA,NA,Therophyte,1.3,not_vegetative,C4,30,300,2,10,simple,594,arbuscular mycorrhiza,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006,NA,1.3,NA,30,300,2,10
Setaria queenslandica,Australia,Tussock,NA,NA,Therophyte,0.45,not_vegetative,C4,70,150,2,4,simple,198,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Setaria sphacelata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,100,500,2,17,simple,1710,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,7.3e-4,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,NA,3,0.73,100,500,2,17
Setaria sphacelata var. sericea,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,100,500,3,10,simple,1170,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,6.6e-4,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,NA,3,0.73,100,500,2,17
Setaria sphacelata var. splendida,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,100,500,10,17,simple,2430,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,3,NA,100,500,2,17
Setaria surgens,Australia,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,35,200,1,5,simple,211.5,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Setaria verticillata,Cosmopolitan,Tussock,NA,NA,Therophyte,1,not_vegetative,C4,50,300,3,16,simple,997.5,arbuscular mycorrhiza,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,8e-4,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,NA,NA,0.8,50,300,3,16
Sorghum,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorghum arundinaceum,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,4,not_vegetative,C4,50,850,5,70,simple,10125,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,3.5,NA,NA,0.00794,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,4,7.94,50,850,5,70
Sorghum bicolor,Cosmopolitan,Tussock,NA,NA,Therophyte,6,not_vegetative,C4,300,1000,5,70,simple,14625,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,6,8,NA,NA,0.0143,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,NA,6,14.3,300,1000,5,70
Sorghum halepense,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,200,900,5,40,simple,7425,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.5,3,NA,NA,0.0038,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006,NA,3,3.8,200,900,5,40
Sorghum nitidum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,300,600,4,15,simple,2565,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.3,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sorghum nitidum forma nitidum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,300,600,4,15,simple,2565,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.3,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sorghum nitidum forma aristatum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,300,600,4,15,simple,2565,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.3,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sorghum propinquum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,vegetative,C4,300,1000,10,50,simple,11700,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,GrassBase/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Sorghum x almum,Gondwanan,Tussock,NA,NA,Hemicryophyte,3.2,vegetative,C4,300,1000,25,40,simple,12675,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,3,3.8,NA,NA,0.0058,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,Clonal below ground,3.2,5.8,300,1000,25,40
Sorghum x drummondii,Gondwanan,Tussock,NA,NA,Therophyte,3,not_vegetative,C4,150,500,8,12,simple,1950,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,3.5,4.5,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,3,NA,150,500,8,12
Spinifex hirsutus,Gondwanan,Tussock,Short Basal,Shrub,Hemicryophyte,0.9,vegetative,C4,200,400,5,17,simple,1980,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,dioecious hermaphrodite,GrassBase/AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Spinifex longifolius,Cosmopolitan,Tussock,Short Basal,Shrub,Hemicryophyte,0.8,vegetative,C4,150,350,1.5,4,simple,412.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,dioecious hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal above ground,NA,NA,NA,NA,NA,NA
Spinifex sericeus,Gondwanan,Tussock,NA,NA,Hemicryophyte,0.9,vegetative,C4,200,400,4,17,simple,1890,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.01385,Wind,dioecious,GrassBase/AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal below ground Clonal above ground,0.9,NA,200,400,4,17
Sporobolus actinocladus,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.8,not_vegetative,C4,15,200,3,6,simple,290.25,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.75,0.8,NA,NA,6e-5,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.06,NA,NA,NA,NA
Sporobolus africanus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.1,not_vegetative,C4,60,400,1,4,simple,345,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.1,1.3,NA,NA,1.9e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,1.1,0.19,60,400,1,4
Sporobolus australasicus,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.4,not_vegetative,C4,30,60,4,8,simple,162,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.6,0.75,NA,NA,1e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/ePIC,NA,NA,0.1,NA,NA,NA,NA
Sporobolus caroli,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.75,not_vegetative,C4,30,200,3,5,simple,276,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,0.7,NA,NA,5e-5,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.05,NA,NA,NA,NA
Sporobolus contiguus,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C4,30,170,2,4,simple,180,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.65,0.9,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sporobolus coromandelianus,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.3,not_vegetative,C4,20,110,2,5,simple,136.5,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.7,0.9,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.3,NA,20,110,2,5
Sporobolus creber,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.4,vegetative,C4,70,450,2,3,simple,390,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,0.85,NA,NA,8e-5,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal below ground,NA,0.08,NA,NA,NA,NA
Sporobolus disjunctus,Queensland,Tussock,NA,NA,Hemicryophyte,0.8,not_vegetative,C4,100,250,4,8,simple,630,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.7,0.9,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sporobolus elongatus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,40,500,1,3,simple,324,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,1,NA,NA,1e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.1,NA,NA,NA,NA
Sporobolus fertilis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.6,not_vegetative,C4,140,500,1.5,5,simple,624,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.8,1,NA,NA,1.6e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.16,140,500,1.5,5
Sporobolus jacquemontii,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.75,not_vegetative,C4,NA,400,2.5,3.5,simple,720,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.8,1,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,1.7,NA,NA,700,2.5,10
Sporobolus laxus,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,10,500,0.8,3,simple,290.7,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sporobolus lenticularis,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,not_vegetative,C4,50,170,2,4,simple,198,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,hermaphrodite,GrassBase/AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sporobolus mitchellii,Australia,Tussock,NA,NA,Hemicryophyte,0.7,vegetative,C4,10,120,2,3,simple,97.5,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.8,1,NA,NA,6e-5,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal below ground Clonal above ground,NA,NA,NA,120,NA,NA
